Fonds,Pays / Info,Secteurs,Position,Véhicules,Catégorie,Géographie d'investissement,HQ,Bureaux,"Ticket 
(m€)","Ticket Min 
(m€)","Ticket Max
(m€)",Type d'investissement,Contact,Contact qualifié (Oui/Non),Appétence pour secteur,Thèse d'investissement (VE/EBITDA cible),Approché dans Opérations D&A ,Sources,Plaquette ,Commentaires
Angleterre - PE specialist,Tous secteurs,STIRLING SQUARE CAPITAL PARTNERS |  Angleterre - PE specialist 1 (Majoritaire) Ticket unitaire:  20 - 250 M€    VE:  50 - 500 M€ Secteur:  Tous secteurs Zones géographiques:  Europe,,,,,,,,,,,,,,,,,,
Angleterre - PE specialist,Tous secteurs,"GROWTH CAPITAL PARTNERS |  Angleterre - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  30 - 150 M€    VE:  10 - 60 M€ Secteur:  Tous secteurs Zones géographiques:  Royaume-Uni",,,,,,,,,,,,,,,,,,
Finlande - PE specialist,Tous secteurs,"MIDINVEST MANAGEMENT |  Finlande - PE specialist 1 (Majoritaire, Minoritaire) Ticket unitaire:  5 - 15 M€    VE:  20 - 100 M€ Secteur:  Tous secteurs Zones géographiques:  Scandinavie",,,,,,,,,,,,,,,,,,
Danemark - PE specialist,Tous secteurs,"ERHVERVSINVEST |  Danemark - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  5 - 50 M€    VE:  20 - 100 M€ Secteur:  Tous secteurs Zones géographiques:  Toutes zones géographiques    Scandinavie",,,,,,,,,,,,,,,,,,
Italie - PE specialist,Tous secteurs,"HAT (EX HAT ORIZZONTE) |  Italie - PE specialist 1 (Mezzanine, Majoritaire, Minoritaire) Ticket unitaire:  5 - 15 M€    VE:  40 - 150 M€ Secteur:  Tous secteurs Zones géographiques:  Italie    Amérique    Asie    Europe",,,,,,,,,,,,,,,,,,
Allemagne - Bank - PE dept,"Tous secteurs, Tous secteurs","S-KAP UNTERNEHMENSBETEILIGUNGS |  Allemagne - Bank - PE dept 1 (Venture) Ticket unitaire:  0 - 3 M€    VE:  0 - 0 M€ Secteur:  Tous secteurs Zones géographiques:  Allemagne 2 (Minoritaire, Majoritaire) Ticket unitaire:  1 - 3 M€    VE:  1 - 25 M€ Secteur:  Tous secteurs Zones géographiques:  Allemagne",,,,,,,,,,,,,,,,,,
Espagne - PE specialist,"Distribution aux Particuliers / Entreprises, , , , , Tous secteurs, Agroalimentaire","MIURA PARTNERS |  Espagne - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  15 - 50 M€    VE:  20 - 100 M€ Secteur:  Distribution aux Particuliers / Entreprises    Industrie    Agroalimentaire    Services aux Particuliers / Entreprises    Santé Zones géographiques:  Espagne    Portugal 2 (Minoritaire, Majoritaire) Ticket unitaire:  5 - 15 M€    VE:  20 - 100 M€ Secteur:  Tous secteurs Zones géographiques:  Espagne    Portugal 3 (Minoritaire, Majoritaire) Ticket unitaire:  5 - 15 M€    VE:  15 - 50 M€ Secteur:  Agroalimentaire Zones géographiques:  Espagne    Portugal",,,,,,,,,,,,,,,,,,
Etats-Unis - PE specialist,Tous secteurs,"ARLINGTON CAPITAL PARTNERS |  Etats-Unis - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  20 - 60 M€    VE:  40 - 400 M€ Secteur:  Tous secteurs Zones géographiques:  Amérique du Nord",,,,,,,,,,,,,,,,,,
Etats-Unis - PE specialist,Tous secteurs,"STELLEX CAPITAL MANAGEMENT |  Etats-Unis - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  20 - 80 M€    VE:  40 - 800 M€ Secteur:  Tous secteurs Zones géographiques:  Amérique du Nord",,,,,,,,,,,,,,,,,,
Etats-Unis - PE specialist,Tous secteurs,"NORWEST EQUITY PARTNERS |  Etats-Unis - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  25 - 200 M€    VE:  40 - 400 M€ Secteur:  Tous secteurs Zones géographiques:  France    Amérique du Nord    Inde",,,,,,,,,,,,,,,,,,
République tchèque - PE specialist,"Industrie, Technologie, , , Industrie, Services aux Particuliers / Entreprises","GENESIS CAPITAL |  République tchèque - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  1 - 20 M€    VE:  5 - 100 M€ Secteur:  Industrie    Technologie    Services aux Particuliers / Entreprises    Santé Zones géographiques:  Europe Centrale et de l'Est 2 (Venture (Growth)) Ticket unitaire:  1 - 12 M€    VE:  1 - 6 M€ Secteur:  Industrie    Services aux Particuliers / Entreprises Zones géographiques:  République tchèque    Slovaquie",,,,,,,,,,,,,,,,,,
Belgique - PE specialist,"Technologie, Services Financiers, Technologie, Services Financiers",SMARTFIN CAPITAL |  Belgique - PE specialist 1 (Minoritaire) Ticket unitaire:  5 - 25 M€    VE:  10 - 500 M€ Secteur:  Technologie    Services Financiers Zones géographiques:  Europe    Europe de l'Ouest    Royaume-Uni 2 (Venture) Ticket unitaire:  0 - 3 M€    VE:  5 - 25 M€ Secteur:  Technologie    Services Financiers Zones géographiques:  Europe    Europe de l'Ouest    Royaume-Uni    Scandinavie,,,,,,,,,,,,,,,,,,
France - PE specialist,Tous secteurs,"ACTIVA |  France - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  10 - 40 M€    VE:  20 - 100 M€ Secteur:  Tous secteurs Zones géographiques:  France",,,,,,,,,,,,,,,,,,
France - Family Office,"Technologie, Internet et e-commerce, , , Technologie, Internet et e-commerce","GROUPE ARTEMIS |  France - Family Office 1 (Minoritaire, Majoritaire) Ticket unitaire:  50 - 5 000 M€    VE:  50 - 50 000 M€ Secteur:  Technologie    Internet et e-commerce    Média    Telecom Zones géographiques:  Etats-Unis    Europe de l'Ouest 2 (Minoritaire) Ticket unitaire:  5 - 20 M€    VE:  15 - 50 M€ Secteur:  Technologie    Internet et e-commerce Zones géographiques:  France",,,,,,,,,,,,,,,,,,
Angleterre - PE specialist,Tous secteurs,HARWOOD PRIVATE EQUITY |  Angleterre - PE specialist 1 (Majoritaire) Ticket unitaire:  5 - 40 M€    VE:  15 - 100 M€ Secteur:  Tous secteurs Zones géographiques:  Etats-Unis    Royaume-Uni,,,,,,,,,,,,,,,,,,
Angleterre - PE specialist,"Internet et e-commerce, , , ","FPE CAPITAL |  Angleterre - PE specialist 1 (Majoritaire, Minoritaire) Ticket unitaire:  5 - 25 M€    VE:  10 - 80 M€ Secteur:  Internet et e-commerce    Technologie    Média    Services aux Particuliers / Entreprises Zones géographiques:  Irlande    Royaume-Uni",,,,,,,,,,,,,,,,,,
Suède - PE specialist,"Technologie, Industrie, ",AMPLIO PRIVATE EQUITY (EX SEGULAH) |  Suède - PE specialist 1 (Majoritaire) Ticket unitaire:  10 - 50 M€    VE:  25 - 100 M€ Secteur:  Technologie    Industrie    Services aux Particuliers / Entreprises Zones géographiques:  Scandinavie,,,,,,,,,,,,,,,,,,
Suède - Family Office,"Tous secteurs, Technologie, Energie et Environnement, ","NORDSTJERNAN |  Suède - Family Office 1 (Majoritaire, Minoritaire) Ticket unitaire:  25 - 100 M€    VE:  50 - 300 M€ Secteur:  Tous secteurs Zones géographiques:  Europe du Nord    Etats-Unis    Scandinavie 2 (Minoritaire) Ticket unitaire:  5 - 30 M€    VE:  30 - 200 M€ Secteur:  Technologie    Energie et Environnement    Santé Zones géographiques:  Scandinavie",,,,,,,,,,,,,,,,,,
Pays-Bas - PE specialist,"Technologie, Distribution aux Particuliers / Entreprises","MKB FONDS |  Pays-Bas - PE specialist 1 (Majoritaire, Minoritaire) Ticket unitaire:  0 - 4 M€    VE:  3 - 30 M€ Secteur:  Technologie    Distribution aux Particuliers / Entreprises Zones géographiques:  Pays-Bas",,,,,,,,,,,,,,,,,,
Italie - PE specialist,Tous secteurs,"CLESSIDRA PRIVATE EQUITY |  Italie - PE specialist 1 (Majoritaire, Minoritaire) Ticket unitaire:  40 - 100 M€    VE:  100 - 500 M€ Secteur:  Tous secteurs Zones géographiques:  Italie",,,,,,,,,,,,,,,,,,
Espagne - PE specialist,Tous secteurs,PROA CAPITAL |  Espagne - PE specialist 1 (Majoritaire) Ticket unitaire:  10 - 100 M€    VE:  30 - 500 M€ Secteur:  Tous secteurs Zones géographiques:  Espagne,,,,,,,,,,,,,,,,,,
France - PE specialist,Tous secteurs,"CAPELIA |  France - PE specialist 1 (Majoritaire, Minoritaire) Ticket unitaire:  2 - 10 M€    VE:  5 - 50 M€ Secteur:  Tous secteurs Zones géographiques:  France",,,,,,,,,,,,,,,,,,
Danemark - PE specialist,Industrie,"BLUE EQUITY |  Danemark - PE specialist 1 (Majoritaire, Minoritaire) Ticket unitaire:  3 - 25 M€    VE:  5 - 70 M€ Secteur:  Industrie Zones géographiques:  Danemark",,,,,,,,,,,,,,,,,,
France - PE specialist,"Tous secteurs, Tous secteurs",GENEO CAPITAL ENTREPRENEUR |  France - PE specialist 1 (Minoritaire) Ticket unitaire:  3 - 20 M€    VE:  10 - 1 000 M€ Secteur:  Tous secteurs Zones géographiques:  Europe    France 2 (Mezzanine) Ticket unitaire:  5 - 80 M€    VE:  10 - 250 M€ Secteur:  Tous secteurs Zones géographiques:  Europe    France,,,,,,,,,,,,,,,,,,
Etats-Unis - PE specialist,Tous secteurs,"WATER STREET HEALTHCARE PARTNERS |  Etats-Unis - PE specialist 1 (Majoritaire, Minoritaire) Ticket unitaire:  15 - 80 M€    VE:  40 - 400 M€ Secteur:  Tous secteurs Zones géographiques:  Amérique du Nord",,,,,,,,,,,,,,,,,,
Etats-Unis - PE specialist,Tous secteurs,"ONE ROCK CAPITAL |  Etats-Unis - PE specialist 1 (Majoritaire, Minoritaire) Ticket unitaire:  10 - 50 M€    VE:  80 - 400 M€ Secteur:  Tous secteurs Zones géographiques:  Israël    Amérique du Nord",,,,,,,,,,,,,,,,,,
Etats-Unis - PE specialist,Tous secteurs,"JLL PARTNERS |  Etats-Unis - PE specialist 1 (Majoritaire, Minoritaire) Ticket unitaire:  15 - 80 M€    VE:  40 - 400 M€ Secteur:  Tous secteurs Zones géographiques:  Europe    Amérique du Nord",,,,,,,,,,,,,,,,,,
Etats-Unis - PE specialist,Tous secteurs,"CORTEC GROUP MANAGEMENT SERVICES |  Etats-Unis - PE specialist 1 (Majoritaire, Minoritaire) Ticket unitaire:  15 - 80 M€    VE:  80 - 800 M€ Secteur:  Tous secteurs Zones géographiques:  Etats-Unis",,,,,,,,,,,,,,,,,,
Etats-Unis - PE specialist,Tous secteurs,"PARTHENON CAPITAL PARTNERS |  Etats-Unis - PE specialist 1 (Majoritaire, Minoritaire) Ticket unitaire:  10 - 150 M€    VE:  40 - 600 M€ Secteur:  Tous secteurs Zones géographiques:  Etats-Unis",,,,,,,,,,,,,,,,,,
Hongrie - Bank - PE dept,"Internet et e-commerce, , , , Internet et e-commerce, , , , , Internet et e-commerce, , ","PORTFOLION |  Hongrie - Bank - PE dept 1 (Venture (Serie A), Venture (Seed)) Ticket unitaire:  0 - 3 M€    VE:  0 - 0 M€ Secteur:  Internet et e-commerce    Agroalimentaire    Technologie    Services Financiers Zones géographiques:  Europe Centrale et de l'Est 2 (Venture (Growth), Venture (Serie B/C)) Ticket unitaire:  0 - 15 M€    VE:  0 - 0 M€ Secteur:  Internet et e-commerce    Agroalimentaire    Technologie    Services Financiers    Services aux Particuliers / Entreprises Zones géographiques:  Europe Centrale et de l'Est 3 (Majoritaire, Minoritaire) Ticket unitaire:  0 - 30 M€    VE:  5 - 100 M€ Secteur:  Internet et e-commerce    Agroalimentaire    Technologie Zones géographiques:  Europe Centrale et de l'Est",,,,,,,,,,,,,,,,,,
France - PE specialist,"Agroalimentaire, ","FRENCHFOOD CAPITAL |  France - PE specialist 1 (Majoritaire, Minoritaire) Ticket unitaire:  5 - 30 M€    VE:  15 - 150 M€ Secteur:  Agroalimentaire    Distribution aux Particuliers / Entreprises Zones géographiques:  France",,,,,,,,,,,,,,,,,,
Belgique - PE specialist,Tous secteurs,"KEBEK PRIVATE EQUITY |  Belgique - PE specialist 1 (Majoritaire, Minoritaire) Ticket unitaire:  2 - 15 M€    VE:  20 - 100 M€ Secteur:  Tous secteurs Zones géographiques:  Belgique",,,,,,,,,,,,,,,,,,
France - PE specialist,Tous secteurs,"WENDEL |  France - PE specialist 1 (Majoritaire, Minoritaire) Ticket unitaire:  50 - 500 M€    VE:  500 - 15 000 M€ Secteur:  Tous secteurs Zones géographiques:  Europe    Afrique    Amérique du Nord",,,,,,,,,,,,,,,,,,
France - PE specialist,Tous secteurs,"TRAIL |  France - PE specialist 1 (Venture, Majoritaire, Minoritaire) Ticket unitaire:  15 - 50 M€    VE:  20 - 500 M€ Secteur:  Tous secteurs Zones géographiques:  Allemagne    France    Europe de l'Ouest    Italie",,,,,,,,,,,,,,,,,,
France - PE specialist,"Technologie, Biens de consommation, , ","PARQUEST CAPITAL |  France - PE specialist 1 (Majoritaire, Minoritaire) Ticket unitaire:  10 - 100 M€    VE:  20 - 200 M€ Secteur:  Technologie    Biens de consommation    Services Financiers    Santé Zones géographiques:  France",,,,,,,,,,,,,,,,,,
France - Family Office,Tous secteurs,DZETA CONSEIL |  France - Family Office 1 (Majoritaire) Ticket unitaire:  10 - 40 M€    VE:  20 - 200 M€ Secteur:  Tous secteurs Zones géographiques:  France    Belgique,,,,,,,,,,,,,,,,,,
Angleterre - PE specialist,Tous secteurs,"VISION CAPITAL |  Angleterre - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  10 - 500 M€    VE:  25 - 1 000 M€ Secteur:  Tous secteurs Zones géographiques:  Europe    Amérique",,,,,,,,,,,,,,,,,,
Angleterre - PE specialist,Tous secteurs,TDR CAPITAL |  Angleterre - PE specialist 1 (Majoritaire) Ticket unitaire:  90 - 900 M€    VE:  300 - 1 000 M€ Secteur:  Tous secteurs Zones géographiques:  Europe,,,,,,,,,,,,,,,,,,
Angleterre - PE specialist,"Services Financiers, ",ANACAP FINANCIAL PARTNERS |  Angleterre - PE specialist 1 (Majoritaire) Ticket unitaire:  25 - 100 M€    VE:  60 - 600 M€ Secteur:  Services Financiers    Services aux Particuliers / Entreprises Zones géographiques:  Europe,,,,,,,,,,,,,,,,,,
Angleterre - PE specialist,"Biens de consommation, , ","MAYFAIR EQUITY PARTNERS |  Angleterre - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  25 - 60 M€    VE:  60 - 600 M€ Secteur:  Biens de consommation    Telecom    Technologie Zones géographiques:  Royaume-Uni    Irlande",,,,,,,,,,,,,,,,,,
France - PE specialist,Tous secteurs,"GROUPE IDI |  France - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  25 - 100 M€    VE:  50 - 250 M€ Secteur:  Tous secteurs Zones géographiques:  Europe",,,,,,,,,,,,,,,,,,
Suisse - PE specialist,"Santé, Services aux Particuliers / Entreprises, , ","CAPVIS PRIVATE EQUITY |  Suisse - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  10 - 50 M€    VE:  100 - 500 M€ Secteur:  Santé    Services aux Particuliers / Entreprises    Industrie    Technologie Zones géographiques:  Italie    Allemagne    DACH    Benelux    Suisse",,,,,,,,,,,,,,,,,,
Allemagne - PE specialist,Tous secteurs,PARAGON PARTNERS |  Allemagne - PE specialist 1 (Majoritaire) Ticket unitaire:  30 - 150 M€    VE:  100 - 500 M€ Secteur:  Tous secteurs Zones géographiques:  DACH,,,,,,,,,,,,,,,,,,
Allemagne - PE specialist,Tous secteurs,FINDOS INVESTOR |  Allemagne - PE specialist 1 (Majoritaire) Ticket unitaire:  10 - 60 M€    VE:  20 - 200 M€ Secteur:  Tous secteurs Zones géographiques:  Europe,,,,,,,,,,,,,,,,,,
Allemagne - Bank - PE dept,Tous secteurs,"HASPA BETEILIGUNGSGESELLSCHAFT FÜR DEN MITTELSTAND |  Allemagne - Bank - PE dept 1 (Minoritaire, Mezzanine, Majoritaire) Ticket unitaire:  2 - 20 M€    VE:  10 - 300 M€ Secteur:  Tous secteurs Zones géographiques:  Allemagne",,,,,,,,,,,,,,,,,,
Allemagne - Bank - PE dept,Technologie,LBBW VENTURE CAPITAL |  Allemagne - Bank - PE dept 1 (Venture) Ticket unitaire:  0 - 10 M€    VE:  0 - 0 M€ Secteur:  Technologie Zones géographiques:  Allemagne,,,,,,,,,,,,,,,,,,
Allemagne - PE specialist,"Automobile, Industrie",CALLISTA PRIVATE EQUITY |  Allemagne - PE specialist 1 (Retournement) Ticket unitaire:  0 - 5 M€    VE:  0 - 100 M€ Secteur:  Automobile    Industrie Zones géographiques:  Europe    Etats-Unis,,,,,,,,,,,,,,,,,,
Espagne - PE specialist,Tous secteurs,"CORPFIN CAPITAL |  Espagne - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  10 - 45 M€    VE:  20 - 200 M€ Secteur:  Tous secteurs Zones géographiques:  Espagne",,,,,,,,,,,,,,,,,,
Espagne - PE specialist,"Santé, Services aux Particuliers / Entreprises, , ","MAGNUM CAPITAL INDUSTRIAL PARTNERS |  Espagne - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  30 - 300 M€    VE:  100 - 800 M€ Secteur:  Santé    Services aux Particuliers / Entreprises    Industrie    Technologie Zones géographiques:  Ibérique",,,,,,,,,,,,,,,,,,
Espagne - PE specialist,"Tous secteurs, Tous secteurs",SEPIDES GESTION |  Espagne - PE specialist 1 (Minoritaire) Ticket unitaire:  5 - 20 M€    VE:  10 - 50 M€ Secteur:  Tous secteurs Zones géographiques:  Espagne 2 (Venture) Ticket unitaire:  5 - 10 M€    VE:  0 - 0 M€ Secteur:  Tous secteurs Zones géographiques:  Espagne,,,,,,,,,,,,,,,,,,
Etats-Unis - PE specialist,Tous secteurs,"LEE EQUITY PARTNERS |  Etats-Unis - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  40 - 150 M€    VE:  80 - 400 M€ Secteur:  Tous secteurs Zones géographiques:  Amérique du Nord",,,,,,,,,,,,,,,,,,
Etats-Unis - PE specialist,Tous secteurs,"BRENTWOOD ASSOCIATES |  Etats-Unis - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  20 - 150 M€    VE:  80 - 800 M€ Secteur:  Tous secteurs Zones géographiques:  Amérique du Nord",,,,,,,,,,,,,,,,,,
Pays-Bas - PE specialist,Tous secteurs,"KARMIJN KAPITAAL |  Pays-Bas - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  2 - 20 M€    VE:  5 - 50 M€ Secteur:  Tous secteurs Zones géographiques:  Pays-Bas",,,,,,,,,,,,,,,,,,
Pays-Bas - PE specialist,Tous secteurs,"5SQUARE COMMITTED CAPITAL |  Pays-Bas - PE specialist 1 (Retournement, Minoritaire, Majoritaire) Ticket unitaire:  5 - 20 M€    VE:  10 - 50 M€ Secteur:  Tous secteurs Zones géographiques:  Pays-Bas",,,,,,,,,,,,,,,,,,
Angleterre - PE specialist,Tous secteurs,SILVERFLEET CAPITAL |  Angleterre - PE specialist 1 (Majoritaire) Ticket unitaire:  15 - 100 M€    VE:  25 - 300 M€ Secteur:  Tous secteurs Zones géographiques:  Europe du Nord    Europe de l'Ouest,,,,,,,,,,,,,,,,,,
Angleterre - PE specialist,"Divertissement / Loisir / Restauration, ","PIPER PRIVATE EQUITY |  Angleterre - PE specialist 1 (Majoritaire, Minoritaire) Ticket unitaire:  5 - 30 M€    VE:  10 - 60 M€ Secteur:  Divertissement / Loisir / Restauration    Biens de consommation Zones géographiques:  Royaume-Uni",,,,,,,,,,,,,,,,,,
Ecosse - PE specialist,Tous secteurs,"PANORAMIC GROWTH EQUITY |  Ecosse - PE specialist 1 (Majoritaire, Minoritaire) Ticket unitaire:  1 - 5 M€    VE:  2 - 35 M€ Secteur:  Tous secteurs Zones géographiques:  Royaume-Uni",,,,,,,,,,,,,,,,,,
Angleterre - PE specialist,Tous secteurs,"JZ INTERNATIONAL |  Angleterre - PE specialist 1 (Majoritaire, Minoritaire) Ticket unitaire:  5 - 100 M€    VE:  20 - 400 M€ Secteur:  Tous secteurs Zones géographiques:  Europe de l'Ouest    Europe du Nord",,,,,,,,,,,,,,,,,,
Finlande - PE specialist,Tous secteurs,"VAAKA PARTNERS |  Finlande - PE specialist 1 (Majoritaire, Minoritaire) Ticket unitaire:  5 - 25 M€    VE:  5 - 50 M€ Secteur:  Tous secteurs Zones géographiques:  Scandinavie",,,,,,,,,,,,,,,,,,
Allemagne - PE specialist,Tous secteurs,"MAXBURG CAPITAL PARTNERS |  Allemagne - PE specialist 1 (Majoritaire, Minoritaire) Ticket unitaire:  10 - 150 M€    VE:  20 - 250 M€ Secteur:  Tous secteurs Zones géographiques:  DACH",,,,,,,,,,,,,,,,,,
Allemagne - PE specialist,Tous secteurs,"PINOVA CAPITAL |  Allemagne - PE specialist 1 (Majoritaire, Minoritaire) Ticket unitaire:  15 - 50 M€    VE:  30 - 250 M€ Secteur:  Tous secteurs Zones géographiques:  DACH",,,,,,,,,,,,,,,,,,
Norvège - Family Office,Tous secteurs,"KISTEFOS |  Norvège - Family Office 1 (Majoritaire, Minoritaire) Ticket unitaire:  10 - 100 M€    VE:  100 - 1 000 M€ Secteur:  Tous secteurs Zones géographiques:  Scandinavie",,,,,,,,,,,,,,,,,,
Italie - PE specialist,"Agroalimentaire, , ","ALTO PARTNERS |  Italie - PE specialist 1 (Majoritaire, Minoritaire) Ticket unitaire:  15 - 30 M€    VE:  30 - 100 M€ Secteur:  Agroalimentaire    Santé    Biens de consommation Zones géographiques:  Italie",,,,,,,,,,,,,,,,,,
Suède - PE specialist,"Tous secteurs, Tous secteurs","CREADES |  Suède - PE specialist 1 (Majoritaire, Minoritaire) Ticket unitaire:  5 - 20 M€    VE:  5 - 50 M€ Secteur:  Tous secteurs Zones géographiques:  Suède 2 (Venture (Growth), Venture) Ticket unitaire:  0 - 10 M€    VE:  0 - 0 M€ Secteur:  Tous secteurs Zones géographiques:  Suède",,,,,,,,,,,,,,,,,,
